post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,meta:BigRepairShopCustomerAccount_have_wholesale_price,meta:BigRepairShopCustomerAccount_wholesale_minimum_order_quantity,meta:BigRepairShopCustomerAccount_wholesale_order_quantity_step,meta:BigRepairShopCustomerAccount_wholesale_price,meta:BigRepairShopCustomerAccount_wholesale_sale_price,meta:BigRepairShopCustomerAccount_wholesale_sale_price_dates_from,meta:BigRepairShopCustomerAccount_wholesale_sale_price_dates_to,meta:Price_RMB,meta:Purchase_Price,meta:Purchase_Price2,meta:SmallRepairShopCustomerAccount_have_wholesale_price,meta:SmallRepairShopCustomerAccount_wholesale_minimum_order_quantity,meta:SmallRepairShopCustomerAccount_wholesale_order_quantity_step,meta:SmallRepairShopCustomerAccount_wholesale_price,meta:SmallRepairShopCustomerAccount_wholesale_sale_price,meta:SmallRepairShopCustomerAccount_wholesale_sale_price_dates_from,meta:SmallRepairShopCustomerAccount_wholesale_sale_price_dates_to,meta:Wholesale_Customer,meta:atum_purchase_price,meta:custom_badges_text,meta:mf_pbt_product_ids,meta:partner_customerpp_have_wholesale_price,meta:partner_customerpp_wholesale_minimum_order_quantity,meta:partner_customerpp_wholesale_order_quantity_step,meta:partner_customerpp_wholesale_price,meta:partner_customerpp_wholesale_sale_price,meta:partner_customerpp_wholesale_sale_price_dates_from,meta:partner_customerpp_wholesale_sale_price_dates_to,meta:price_in_rmb,meta:product_features_desc,meta:total_sales,meta:video_position,meta:wc_cog_cost,meta:wc_cog_cost_or_purchase_price,meta:wholesale_customer_have_wholesale_price,meta:wholesale_customer_wholesale_minimum_order_quantity,meta:wholesale_customer_wholesale_order_quantity_step,meta:wholesale_customer_wholesale_price,meta:wholesale_customer_wholesale_sale_price,meta:wholesale_customer_wholesale_sale_price_dates_from,meta:wholesale_customer_wholesale_sale_price_dates_to,meta:woocommerce_position_meta,meta:wwp_data,meta:wwpp_ignore_cat_level_wholesale_discount,meta:wwpp_ignore_role_level_wholesale_discount,meta:wwpp_post_meta_enable_quantity_discount_rule,meta:wwpp_product_hash,meta:wwpp_product_wholesale_visibility_filter,attribute:pa_branding,attribute_data:pa_branding,attribute_default:pa_branding,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_ean,attribute_data:pa_ean,attribute_default:pa_ean,attribute:pa_filter,attribute_data:pa_filter,attribute_default:pa_filter,attribute:pa_filter-for-cases,attribute_data:pa_filter-for-cases,attribute_default:pa_filter-for-cases,attribute:pa_filter-for-huawei-tempered,attribute_data:pa_filter-for-huawei-tempered,attribute_default:pa_filter-for-huawei-tempered,attribute:pa_filter-for-iwatch-bands,attribute_data:pa_filter-for-iwatch-bands,attribute_default:pa_filter-for-iwatch-bands,attribute:pa_filter-for-iwatch-protection,attribute_data:pa_filter-for-iwatch-protection,attribute_default:pa_filter-for-iwatch-protection,attribute:pa_filter-for-leather-case,attribute_data:pa_filter-for-leather-case,attribute_default:pa_filter-for-leather-case,attribute:pa_filter-for-samsung-cases,attribute_data:pa_filter-for-samsung-cases,attribute_default:pa_filter-for-samsung-cases,attribute:pa_filter-for-samsung-tempered,attribute_data:pa_filter-for-samsung-tempered,attribute_default:pa_filter-for-samsung-tempered,attribute:pa_filter-for-silicone-case,attribute_data:pa_filter-for-silicone-case,attribute_default:pa_filter-for-silicone-case,attribute:pa_filter-for-tempered-glass,attribute_data:pa_filter-for-tempered-glass,attribute_default:pa_filter-for-tempered-glass,attribute:pa_filter-for-xiaomi-tempered,attribute_data:pa_filter-for-xiaomi-tempered,attribute_default:pa_filter-for-xiaomi-tempered,attribute:pa_hscode,attribute_data:pa_hscode,attribute_default:pa_hscode,attribute:pa_master-filter,attribute_data:pa_master-filter,attribute_default:pa_master-filter,attribute:pa_part-category,attribute_data:pa_part-category,attribute_default:pa_part-category,attribute:pa_privacy-filter,attribute_data:pa_privacy-filter,attribute_default:pa_privacy-filter,attribute:pa_quality,attribute_data:pa_quality,attribute_default:pa_quality,attribute:pa_website-filter,attribute_data:pa_website-filter,attribute_default:pa_website-filter,meta:_atum_attachments,meta:_download_expiry,meta:_download_limit,meta:_downloadable,meta:_is_new,meta:_product_version,meta:_purchase_note,meta:_purchase_price,meta:_sale_price_dates_to,meta:_sold_individually,meta:_tax_class,meta:_tax_status,meta:_wc_average_rating,meta:_wc_review_count,meta:_wcml_custom_prices_status,meta:_woocs_price_user_role_name,meta:_woocs_regular_price_user_role,meta:_woocs_sale_price_user_role,meta:_wp_page_template,meta:_wwof_variations_cache_version,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_primary_product_cat
"iPhone 5C Compatible LCD Assembly Black",iphone-5c-compatible-lcd-assembly-black,,9412,,"iPhone 5C Compatible LCD Assembly Black",publish,,10,"2021-01-02 17:10:23",2,open,IPH5C002,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-5C-Kompatibel-LCD-Display-Schwarz.jpg ! alt :  ! title : iPhone 5C Kompatibel LCD Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-5c-compatible-lcd-assembly-black/,,simple,outofstock,"APPLE PARTS > iPhone > iPhone 5C","iPhone 5C",,,yes,,,7,,,,30,3.73,,yes,,,12.95,,,,,,,,yes,,,3.73,,,,,,4,,,,yes,,,5,,,,,,,,,6024fce951f0c2.32851493,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Compatible,3|0|0,,,4|0|0,,,,,no,,9.7.1,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Refurbished LCD Assembly Black",iphone-6-refurbished-lcd-assembly-black,,9467,,"iPhone 6 Refurbished LCD Assembly Black",publish,,30,"2021-01-02 17:11:13",2,open,IPH6001,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Refurbished-LCD-Display-Schwarz.jpg ! alt :  ! title : iPhone 6 Refurbished LCD Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-refurbished-lcd-assembly-black/,,simple,outofstock,"APPLE PARTS > iPhone > iPhone 6","iPhone 6",,,yes,,,10,,,,40,4.97,,yes,,,15.95,,,,,,,,yes,,,4.97,,,,,,886,,,,yes,,,7,,,,,"{""wholesale_priced"":""yes"",""wholesale_role"":""BigRepairShopCustomerAccount""}",,,,602876a5a59dc6.45373952,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Refurbished,3|0|0,,,4|0|0,,,,,no,,9.7.1,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Refurbished LCD Assembly White",iphone-6-refurbished-lcd-assembly-white,,9468,,"iPhone 6 Refurbished LCD Assembly White",publish,,40,"2021-01-02 17:11:13",2,open,IPH6002,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Refurbished-LCD-Display-Weis.jpg ! alt :  ! title : iPhone 6 Refurbished LCD Display-Weiß ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-refurbished-lcd-assembly-white/,,simple,outofstock,"APPLE PARTS > iPhone > iPhone 6","iPhone 6",,,yes,,,10,,,,40,4.97,,yes,,,15.95,,,,,,,,yes,,,4.97,,,,,,418,,,,yes,,,7,,,,,"{""wholesale_priced"":""yes"",""wholesale_role"":""BigRepairShopCustomerAccount""}",,,,602876a6272b18.93416363,all,,,,White,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Refurbished,3|0|0,,,4|0|0,,,,,no,,9.7.1,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Compatible LCD Assembly White",iphone-6-compatible-lcd-assembly-white,,9469,,"iPhone 6 Compatible LCD Assembly White",publish,,20,"2021-01-02 17:11:13",2,open,IPH6003,,,no,no,14,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Kompatibel-LCD-Display-Weis.jpg ! alt :  ! title : iPhone 6 Kompatibel LCD Display-Weiß ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-compatible-lcd-assembly-white/,,simple,,"APPLE PARTS > iPhone > iPhone 6","iPhone 6",,,yes,,,7,,,,30,3.73,,yes,,,12.95,,,,,,,,yes,,,3.73,,,,,,225,,,,yes,,,5,,,,,"{""wholesale_priced"":""yes"",""wholesale_role"":""BigRepairShopCustomerAccount""}",,,,602876a6a33619.81072302,all,,,,White,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Compatible,3|0|0,,,4|0|0,,,,,no,,10.7.0,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Pulled LCD Assembly Black",iphone-6-pulled-lcd-assembly-black,,9470,,"iPhone 6 Pulled LCD Assembly Black",publish,,50,"2021-01-02 17:11:13",2,open,IPH6004,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Pulled-LCD-Display-Schwarz.jpg ! alt :  ! title : iPhone 6 Pulled LCD Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-pulled-lcd-assembly-black/,,simple,outofstock,"APPLE PARTS > iPhone > iPhone 6","iPhone 6",,,yes,,,13,,,,60,7.45,,yes,,,21.95,,,,,,,,yes,,,7.45,,,,,,124,,,,yes,,,10,,,,,,,,,602876a7284198.95863446,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Pulled,3|0|0,,,4|0|0,,,,,no,,9.7.1,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Pulled LCD Assembly White",iphone-6-pulled-lcd-assembly-white,,9471,,"iPhone 6 Pulled LCD Assembly White",publish,,60,"2021-01-02 17:11:13",2,open,IPH6005,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Pulled-LCD-Display-Weis.jpg ! alt :  ! title : iPhone 6 Pulled LCD Display-Weiß ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-pulled-lcd-assembly-white/,,simple,outofstock,"APPLE PARTS > iPhone > iPhone 6","iPhone 6",,,yes,,,13,,,,60,7.45,,yes,,,21.95,,,,,,,,yes,,,7.45,,,,,,37,,,,yes,,,10,,,,,,,,,602876a79d15f5.31254278,all,,,,White,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Pulled,3|0|0,,,4|0|0,,,,,no,,9.7.1,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Plus Refurbished LCD Assembly Black",iphone-6-plus-refurbished-lcd-assembly-black,,9504,,"iPhone 6 Plus Refurbished LCD Assembly Black",publish,,40,"2021-01-02 17:11:37",2,open,IPH6P001,,,no,no,9,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Plus-Refurbished-LCD-Display-Schwarz.jpg ! alt :  ! title : iPhone 6 Plus Refurbished LCD Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-plus-refurbished-lcd-assembly-black/,,simple,,"APPLE PARTS > iPhone > iPhone 6 Plus","iPhone 6 Plus",,,yes,,,10,,,,50,6.21,,yes,,,15.95,,,,,,,,yes,,,6.21,,,,,,138,,,,yes,,,7,,,,,,,,,602876b5841c92.15858426,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Refurbished,3|0|0,,,4|0|0,,,,,no,,9.8.5,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Plus Refurbished LCD Assembly White",iphone-6-plus-refurbished-lcd-assembly-white,,9505,,"iPhone 6 Plus Refurbished LCD Assembly White",publish,,50,"2021-01-02 17:11:38",2,open,IPH6P002,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Plus-Refurbished-LCD-Display-Weis.jpg ! alt :  ! title : iPhone 6 Plus Refurbished LCD Display-Weiß ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-plus-refurbished-lcd-assembly-white/,,simple,outofstock,"APPLE PARTS > iPhone > iPhone 6 Plus","iPhone 6 Plus",,,yes,,,10,,,,50,6.21,,yes,,,15.95,,,,,,,,yes,,,6.21,,,,,,102,,,,yes,,,7,,,,,,,,,602876b6090572.20774239,all,,,,White,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Refurbished,3|0|0,,,4|0|0,,,,,no,,9.7.1,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Plus Compatible LCD Assembly Black",iphone-6-plus-compatible-lcd-assembly-black,,9506,,"iPhone 6 Plus Compatible LCD Assembly Black",publish,,10,"2021-01-02 17:11:38",2,open,IPH6P003,,,no,no,18,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Plus-Kompatibel-LCD-Assembly-Display-Schwarz.jpg ! alt :  ! title : iPhone 6 Plus Kompatibel LCD Assembly Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-plus-compatible-lcd-assembly-black/,,simple,,"APPLE PARTS > iPhone > iPhone 6 Plus","iPhone 6 Plus",,,yes,,,9,,,,35,4.35,,yes,,,14.95,,,,,,,,yes,,,4.35,,,,,,72,,,,yes,,,6.5,,,,,,,,,602876b688c602.84397730,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Compatible,3|0|0,,,4|0|0,,,,,no,,10.3.5,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Plus Compatible LCD Assembly White",iphone-6-plus-compatible-lcd-assembly-white,,9507,,"iPhone 6 Plus Compatible LCD Assembly White",publish,,20,"2021-01-02 17:11:38",2,open,IPH6P004,,,no,no,13,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Plus-Kompatibel-LCD-Display-Weis.jpg ! alt :  ! title : iPhone 6 Plus Kompatibel LCD Display-Weiß ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-plus-compatible-lcd-assembly-white/,,simple,,"APPLE PARTS > iPhone > iPhone 6 Plus","iPhone 6 Plus",,,yes,,,9,,,,35,4.35,,yes,,,14.95,,,,,,,,yes,,,4.35,,,,,,62,,,,yes,,,6.5,,,,,"{""wholesale_priced"":""yes"",""wholesale_role"":""BigRepairShopCustomerAccount""}",,,,602876b78881f5.57146508,all,,,,White,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Compatible,3|0|0,,,4|0|0,,,,,no,,10.6.2,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Plus Pulled LCD Assembly Black",iphone-6-plus-pulled-lcd-assembly-black,,9508,,"iPhone 6 Plus Pulled LCD Assembly Black",publish,,60,"2021-01-02 17:11:38",2,open,IPH6P005,,,no,no,10,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Plus-Pulled-LCD-Display-Schwarz.jpg ! alt :  ! title : iPhone 6 Plus Pulled LCD Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-plus-pulled-lcd-assembly-black/,,simple,,"APPLE PARTS > iPhone > iPhone 6 Plus","iPhone 6 Plus",,,yes,,,20,,,,90,11.18,,yes,,,28.95,,,,,,,,yes,,,11.18,,,,,,10,,,,yes,,,14,,,,,,,,,602876b806d702.58506415,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Pulled,3|0|0,,,4|0|0,,,,,no,,9.7.1,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6 Plus Pulled LCD Assembly White",iphone-6-plus-pulled-lcd-assembly-white,,9509,,"iPhone 6 Plus Pulled LCD Assembly White",publish,,70,"2021-01-02 17:11:38",2,open,IPH6P006,,,no,no,12,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6-Plus-Pulled-LCD-Display-Weis.jpg ! alt :  ! title : iPhone 6 Plus Pulled LCD Display-Weiß ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6-plus-pulled-lcd-assembly-white/,,simple,,"APPLE PARTS > iPhone > iPhone 6 Plus","iPhone 6 Plus",,,yes,,,20,,,,90,11.18,,yes,,,28.95,,,,,,,,yes,,,11.18,,,,,,12,,,,yes,,,14,,,,,,,,,6024fd188d6f48.16103979,all,,,,White,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Pulled,3|0|0,,,4|0|0,,,,,no,,9.7.1,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6S Refurbished LCD Assembly Black",iphone-6s-refurbished-lcd-assembly-black,,9539,,"iPhone 6S Refurbished LCD Assembly Black",publish,,40,"2021-01-02 17:12:03",2,open,IPH6S001,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6s-Refurbished-LCD-Display-Schwarz.jpg ! alt :  ! title : iPhone 6s Refurbished LCD Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6s-refurbished-lcd-assembly-black/,,simple,outofstock,"APPLE PARTS > iPhone > iPhone 6S","iPhone 6S",,,yes,,,12,,,,55,6.83,,yes,,,18.95,,,,,,,,yes,,,6.83,,,,,,1522,,,,yes,,,9,,,,,"{""wholesale_priced"":""yes"",""wholesale_role"":""BigRepairShopCustomerAccount""}",,,,602876c4931045.05179367,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Refurbished,3|0|0,,,4|0|0,,,,,no,,10.4.3,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6S Refurbished LCD Assembly White",iphone-6s-refurbished-lcd-assembly-white,,9540,,"iPhone 6S Refurbished LCD Assembly White",publish,,50,"2021-01-02 17:12:03",2,open,IPH6S002,,,no,no,1,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6s-Refurbished-LCD-Display-Weis.jpg ! alt :  ! title : iPhone 6s Refurbished LCD Display-Weiß ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6s-refurbished-lcd-assembly-white/,,simple,,"APPLE PARTS > iPhone > iPhone 6S","iPhone 6S",,,yes,,,12,,,,55,6.83,,yes,,,18.95,,,,,,,,yes,,,6.83,,,,,,979,,,,yes,,,9,,,,,"{""wholesale_priced"":""yes"",""wholesale_role"":""BigRepairShopCustomerAccount""}",,,,602876c50f8bb1.54093107,all,,,,White,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Refurbished,3|0|0,,,4|0|0,,,,,no,,10.6.0,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6S Compatible LCD Assembly Black",iphone-6s-compatible-lcd-assembly-black,,9541,,"iPhone 6S Compatible LCD Assembly Black",publish,,10,"2021-01-02 17:12:03",2,open,IPH6S003,,,no,no,4,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6s-Kompatibel-LCD-Display-Schwarz.jpg ! alt :  ! title : iPhone 6s Kompatibel LCD Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6s-compatible-lcd-assembly-black/,,simple,,"APPLE PARTS > iPhone > iPhone 6S","iPhone 6S",,,yes,,,9,,,,35,4.35,,yes,,,14.95,,,,,,,,yes,,,4.35,,,,,,578,,,,yes,,,6.5,,,,,,,,,602876c5926911.90636015,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Compatible,3|0|0,,,4|0|0,,,,,no,,10.7.0,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6S Compatible LCD Assembly White",iphone-6s-compatible-lcd-assembly-white,,9542,,"iPhone 6S Compatible LCD Assembly White",publish,,20,"2021-01-02 17:12:03",2,open,IPH6S004,,,no,no,6,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6s-Kompatibel-LCD-Display-Weis.jpg ! alt :  ! title : iPhone 6s Kompatibel LCD Display-Weiß ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6s-compatible-lcd-assembly-white/,,simple,,"APPLE PARTS > iPhone > iPhone 6S","iPhone 6S",,,yes,,,9,,,,35,4.35,,yes,,,14.95,,,,,,,,yes,,,4.35,,,,,,465,,,,yes,,,6.5,,,,,,,,,602876c637e664.03334871,all,,,,White,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Compatible,3|0|0,,,4|0|0,,,,,no,,10.6.2,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6S Pulled LCD Assembly Black",iphone-6s-pulled-lcd-assembly-black,,9543,,"iPhone 6S Pulled LCD Assembly Black",publish,,60,"2021-01-02 17:12:04",2,open,IPH6S005,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6s-Pulled-LCD-Display-Schwarz.jpg ! alt :  ! title : iPhone 6s Pulled LCD Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6s-pulled-lcd-assembly-black/,,simple,outofstock,"APPLE PARTS > iPhone > iPhone 6S","iPhone 6S",,,yes,,,25,,,,120,14.91,,yes,,,34.95,,,,,,,,yes,,,14.91,,,,,,143,,,,yes,,,19,,,,,,,,,602876c6c932c5.27842269,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Pulled,3|0|0,,,4|0|0,,,,,no,,9.7.1,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6S Pulled LCD Assembly White",iphone-6s-pulled-lcd-assembly-white,,9544,,"iPhone 6S Pulled LCD Assembly White",publish,,70,"2021-01-02 17:12:04",2,open,IPH6S006,,,no,no,0,0.01,,,,,,,outofstock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6s-Pulled-LCD-Display-Weis.jpg ! alt :  ! title : iPhone 6s Pulled LCD Display-Weiß ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6s-pulled-lcd-assembly-white/,,simple,outofstock,"APPLE PARTS > iPhone > iPhone 6S","iPhone 6S",,,yes,,,25,,,,120,14.91,,yes,,,34.95,,,,,,,,yes,,,14.91,,,,,,83,,,,yes,,,19,,,,,,,,,602876c7567668.05299137,all,,,,White,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Pulled,3|0|0,,,4|0|0,,,,,no,,9.8.2,,,,no,,taxable,0,0,,,,,,,,,
"iPhone 6S Plus Refurbished LCD Assembly Black",iphone-6s-plus-refurbished-lcd-assembly-black,,9578,,"iPhone 6S Plus Refurbished LCD Assembly Black",publish,,30,"2021-01-02 17:12:29",2,open,IPH6SP001,,,no,no,1,0.01,,,,,,,instock,no,no,,yes,taxable,,,,,,,0,0,,,"https://ferrytelecom.com/wp-content/uploads/2022/08/iPhone-6s-Plus-Refurbished-LCD-Display-Schwarz.jpg ! alt :  ! title : iPhone 6s Plus Refurbished LCD Display-Schwarz ! desc :  ! caption : ",,https://ferrytelecom.com/product/iphone-6s-plus-refurbished-lcd-assembly-black/,,simple,,"APPLE PARTS > iPhone > iPhone 6S Plus","iPhone 6S Plus",,,yes,,,25,,,,120,14.91,,yes,,,34.95,,,,,,,,yes,,,14.91,,,,,,139,,,,yes,,,19,,,,,,,,,602876d4f07296.03519564,all,,,,Black,2|0|0,,,,,,5|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8531.2,1|0|0,,LCD/Display,0|1|0,,"iPhone LCD Assembly",0|0|0,,,,,Refurbished,3|0|0,,,4|0|0,,,,,no,,10.5.0,,,,no,,taxable,0,0,,,,,,,,,
